label,duration_sec
bonafide,2.733125
bonafide,3.21225
bonafide,9.1026875
bonafide,5.628625
bonafide,2.7294375
bonafide,2.644
bonafide,3.6034375
bonafide,4.8923125
bonafide,7.4434375
bonafide,4.59525
bonafide,4.2395
bonafide,1.800125
bonafide,4.368125
bonafide,4.150125
bonafide,4.2029375
bonafide,5.0890625
bonafide,4.600875
bonafide,8.6686875
bonafide,6.7769375
bonafide,3.3901875
bonafide,5.9684375
bonafide,4.4880625
bonafide,4.5759375
bonafide,3.731625
bonafide,3.9995625
bonafide,4.6461875
bonafide,3.2803125
bonafide,8.65275
bonafide,4.37425
bonafide,3.8328125
bonafide,9.20325
bonafide,9.9101875
bonafide,4.7119375
bonafide,5.113625
bonafide,4.362
bonafide,6.6768125
bonafide,3.0315625
bonafide,8.095875
bonafide,3.3195625
bonafide,1.7715625
bonafide,3.5333125
bonafide,6.2409375
bonafide,6.437125
bonafide,3.312375
bonafide,4.053125
bonafide,3.6449375
bonafide,5.9225
bonafide,6.2203125
bonafide,2.3325
bonafide,9.6189375
bonafide,5.297875
bonafide,5.1234375
bonafide,5.413125
bonafide,3.291375
bonafide,6.7818125
bonafide,6.264125
bonafide,2.9599375
bonafide,5.1848125
bonafide,7.1758125
bonafide,3.853125
bonafide,2.542
bonafide,3.63325
bonafide,5.6380625
bonafide,6.8086875
bonafide,6.5625625
bonafide,3.5769375
bonafide,5.3381875
bonafide,6.3711875
bonafide,8.8461875
bonafide,16.8968125
bonafide,4.1356875
bonafide,4.46275
bonafide,2.9409375
bonafide,4.23925
bonafide,6.1786875
bonafide,3.62775
bonafide,4.0096875
bonafide,3.3351875
bonafide,5.5240625
bonafide,2.839375
bonafide,3.185625
bonafide,7.969875
bonafide,6.0075
bonafide,9.6014375
bonafide,3.50325
bonafide,3.8389375
bonafide,4.3238125
bonafide,4.398625
bonafide,3.7196875
bonafide,4.3615
bonafide,3.9284375
bonafide,4.8315625
bonafide,5.1249375
bonafide,6.5864375
bonafide,2.829125
bonafide,6.9469375
bonafide,5.441
bonafide,4.8968125
bonafide,3.338875
bonafide,6.4009375
bonafide,3.20825
bonafide,4.3881875
bonafide,3.6510625
bonafide,2.7015625
bonafide,2.5654375
bonafide,8.5985625
bonafide,5.3686875
bonafide,5.462
bonafide,4.41825
bonafide,3.510375
bonafide,3.3196875
bonafide,6.6785
bonafide,8.48175
bonafide,3.2423125
bonafide,3.6964375
bonafide,2.303375
bonafide,3.6159375
bonafide,8.8853125
bonafide,4.4934375
bonafide,3.564125
bonafide,5.245875
bonafide,8.755125
bonafide,6.0108125
bonafide,9.0673125
bonafide,5.18125
bonafide,2.66575
bonafide,3.107375
bonafide,8.8073125
bonafide,5.52575
bonafide,4.8014375
bonafide,5.9864375
bonafide,5.0933125
bonafide,3.021375
bonafide,2.913625
bonafide,6.80075
bonafide,7.8254375
bonafide,7.4448125
bonafide,5.855875
bonafide,11.5193125
bonafide,3.3059375
bonafide,5.1075
bonafide,5.8659375
bonafide,3.34275
bonafide,2.7585625
bonafide,6.3290625
bonafide,4.5315625
bonafide,5.509
bonafide,2.5924375
bonafide,3.1385625
bonafide,4.628125
bonafide,5.31975
bonafide,3.747375
bonafide,6.840625
bonafide,5.3766875
bonafide,4.817625
bonafide,5.0770625
bonafide,5.512625
bonafide,3.5396875
bonafide,4.463875
bonafide,3.3065
bonafide,4.028
bonafide,10.8778125
bonafide,2.938375
bonafide,7.201375
bonafide,4.0834375
bonafide,3.3894375
bonafide,4.1994375
bonafide,5.9738125
bonafide,5.4528125
bonafide,5.408875
bonafide,3.989375
bonafide,6.563375
bonafide,2.935125
bonafide,5.468125
bonafide,2.6893125
bonafide,7.9943125
bonafide,5.311375
bonafide,5.536375
bonafide,7.57125
bonafide,5.64625
bonafide,3.0345625
bonafide,3.9173125
bonafide,15.521625
bonafide,3.3585
bonafide,2.9033125
bonafide,5.520125
bonafide,3.002875
bonafide,4.695625
bonafide,3.0595625
bonafide,3.5729375
bonafide,4.6436875
bonafide,4.341375
bonafide,5.453375
bonafide,3.2180625
bonafide,4.4023125
bonafide,6.687875
bonafide,6.168875
bonafide,5.580125
bonafide,3.72325
bonafide,3.3889375
bonafide,2.2778125
bonafide,8.278875
bonafide,6.709
bonafide,4.87325
bonafide,5.81275
bonafide,4.787
bonafide,2.49525
bonafide,2.132125
bonafide,7.312875
bonafide,2.55175
bonafide,4.919625
bonafide,4.4979375
bonafide,3.0041875
bonafide,3.15275
bonafide,2.81025
bonafide,7.7945
bonafide,4.414125
bonafide,4.9229375
bonafide,2.9440625
bonafide,3.2935625
bonafide,5.2755
bonafide,8.40325
bonafide,5.2184375
bonafide,3.002125
bonafide,7.5933125
bonafide,2.920875
bonafide,3.0718125
bonafide,3.3870625
bonafide,4.5773125
bonafide,8.17025
bonafide,3.812875
bonafide,3.057
bonafide,3.954375
bonafide,5.1384375
bonafide,5.8605
bonafide,6.6445625
bonafide,4.49375
bonafide,10.4750625
bonafide,8.2260625
bonafide,4.5481875
bonafide,3.880125
bonafide,3.6410625
bonafide,7.06775
bonafide,3.5911875
bonafide,3.5453125
bonafide,4.759875
bonafide,2.8991875
bonafide,7.956875
bonafide,6.005625
bonafide,4.032875
bonafide,5.4638125
bonafide,8.339875
bonafide,3.36775
bonafide,5.7145
bonafide,2.9151875
bonafide,5.9743125
bonafide,6.091
bonafide,7.7326875
bonafide,3.4584375
bonafide,6.1973125
bonafide,2.8935
bonafide,2.657625
bonafide,10.1120625
bonafide,3.21075
bonafide,5.7361875
bonafide,2.529125
bonafide,3.73
bonafide,3.1003125
bonafide,7.404625
bonafide,4.8071875
bonafide,2.7721875
bonafide,3.22375
bonafide,6.403
bonafide,5.295125
bonafide,5.729125
bonafide,3.323375
bonafide,4.0994375
bonafide,5.8404375
bonafide,4.674375
bonafide,2.71775
bonafide,7.7263125
bonafide,7.382375
bonafide,4.499375
bonafide,4.8090625
bonafide,3.4985625
bonafide,4.877625
bonafide,3.4795
bonafide,5.5155
bonafide,4.3240625
bonafide,5.6185625
bonafide,5.0256875
bonafide,7.84725
bonafide,5.4241875
bonafide,3.0343125
bonafide,4.689
bonafide,8.2126875
bonafide,16.829875
bonafide,4.2405625
bonafide,4.7375
bonafide,4.6198125
bonafide,4.0848125
bonafide,6.353375
bonafide,3.767875
bonafide,4.3095
bonafide,5.04675
bonafide,5.070125
bonafide,6.2124375
bonafide,6.9088125
bonafide,7.2905625
bonafide,9.40325
bonafide,5.008
bonafide,9.5085625
bonafide,2.539125
bonafide,10.2119375
bonafide,3.0104375
bonafide,5.3879375
bonafide,6.697875
bonafide,3.604875
bonafide,2.4874375
bonafide,2.4674375
bonafide,3.318375
bonafide,7.75925
bonafide,2.6484375
bonafide,9.24625
bonafide,5.462875
bonafide,3.3065625
bonafide,8.044875
bonafide,2.8666875
bonafide,7.9253125
bonafide,7.879875
bonafide,3.81175
bonafide,2.396125
bonafide,6.799125
bonafide,4.2
bonafide,7.815
bonafide,4.2294375
bonafide,6.404375
bonafide,5.4485625
bonafide,3.1678125
bonafide,4.6851875
bonafide,5.5165
bonafide,2.9655625
bonafide,3.91375
bonafide,4.95775
bonafide,4.3504375
bonafide,7.552875
bonafide,4.9859375
bonafide,13.9681875
bonafide,4.2191875
bonafide,5.592875
bonafide,7.44175
bonafide,6.414625
bonafide,4.368
bonafide,2.7261875
bonafide,5.2526875
bonafide,3.68325
bonafide,5.03025
bonafide,5.5301875
bonafide,6.028375
bonafide,4.1315625
bonafide,2.36425
bonafide,4.5623125
bonafide,3.917125
bonafide,7.320375
bonafide,5.827
bonafide,3.180375
bonafide,4.458125
bonafide,5.8309375
bonafide,5.231
bonafide,3.8729375
bonafide,3.9578125
bonafide,6.20175
bonafide,4.247875
bonafide,7.1754375
bonafide,3.6794375
bonafide,4.7528125
bonafide,5.5845625
bonafide,2.57175
bonafide,3.57375
bonafide,5.78375
bonafide,3.576875
bonafide,6.6686875
bonafide,11.8549375
bonafide,3.34325
bonafide,4.689625
bonafide,3.4396875
bonafide,6.221125
bonafide,4.2111875
bonafide,3.9378125
bonafide,8.051625
bonafide,8.98625
bonafide,5.128
bonafide,3.757125
bonafide,6.7226875
bonafide,3.2309375
bonafide,3.7209375
bonafide,5.393
bonafide,3.70275
bonafide,7.827
bonafide,7.223375
bonafide,4.289125
bonafide,3.001
bonafide,4.776125
bonafide,3.59825
bonafide,3.0511875
bonafide,3.467
bonafide,5.7209375
bonafide,5.23525
bonafide,5.447
bonafide,3.5785
bonafide,3.717125
bonafide,5.52075
bonafide,7.486875
bonafide,4.86475
bonafide,4.799375
bonafide,6.3083125
bonafide,2.48675
bonafide,6.4778125
bonafide,8.1473125
bonafide,4.1320625
bonafide,2.597875
bonafide,11.7706875
bonafide,3.5489375
bonafide,7.222875
bonafide,4.8329375
bonafide,5.6030625
bonafide,10.831875
bonafide,4.1400625
bonafide,4.7790625
bonafide,5.2184375
bonafide,8.218875
bonafide,3.974125
bonafide,6.7483125
bonafide,2.0673125
bonafide,9.9318125
bonafide,4.07925
bonafide,6.2673125
bonafide,6.0514375
bonafide,7.6684375
bonafide,3.7083125
bonafide,4.3449375
bonafide,4.232875
bonafide,4.3774375
bonafide,2.8966875
bonafide,4.898
bonafide,6.29725
bonafide,3.144125
bonafide,5.195875
bonafide,1.8666875
bonafide,8.358375
bonafide,6.2964375
bonafide,6.0971875
bonafide,3.1254375
bonafide,6.994375
bonafide,3.336375
bonafide,4.8156875
bonafide,10.275125
bonafide,7.2653125
bonafide,3.44025
bonafide,4.414625
bonafide,6.92575
bonafide,8.8586875
bonafide,3.8645625
bonafide,3.3089375
bonafide,4.5529375
bonafide,5.0904375
bonafide,5.9296875
bonafide,3.1564375
bonafide,6.5083125
bonafide,4.889125
bonafide,3.797
bonafide,5.572625
bonafide,4.632
bonafide,5.316
bonafide,3.5845625
bonafide,6.776375
bonafide,7.0769375
bonafide,7.4518125
bonafide,3.4798125
bonafide,3.8845625
bonafide,10.06325
bonafide,3.33175
bonafide,3.5633125
bonafide,7.1706875
bonafide,5.2889375
bonafide,3.8615
bonafide,7.079875
bonafide,5.3240625
bonafide,3.4964375
bonafide,5.60075
bonafide,2.707625
bonafide,4.757625
bonafide,12.41125
bonafide,5.4280625
bonafide,3.6139375
bonafide,8.17175
bonafide,3.1226875
bonafide,5.7548125
bonafide,4.0866875
bonafide,2.67075
bonafide,3.771
bonafide,6.48125
bonafide,5.89675
bonafide,4.5958125
bonafide,3.231375
bonafide,4.9446875
bonafide,7.6009375
bonafide,2.87575
bonafide,5.27175
bonafide,4.0835625
bonafide,5.088125
bonafide,12.0795
bonafide,3.6215625
bonafide,6.8283125
bonafide,3.1831875
bonafide,5.7215
bonafide,2.9465
bonafide,6.4839375
bonafide,2.5520625
bonafide,7.1688125
bonafide,4.4041875
bonafide,3.72625
bonafide,6.5326875
bonafide,5.409
bonafide,10.3806875
bonafide,3.975125
bonafide,4.813625
bonafide,5.10975
bonafide,3.8218125
bonafide,6.4241875
bonafide,6.68775
bonafide,7.7634375
bonafide,7.9020625
bonafide,3.5819375
bonafide,4.547875
bonafide,9.2786875
bonafide,8.4980625
bonafide,3.6481875
bonafide,11.796375
bonafide,4.092375
bonafide,7.773
bonafide,6.555375
bonafide,3.7041875
bonafide,5.7535625
bonafide,5.807625
bonafide,9.06525
bonafide,7.017125
bonafide,7.4071875
bonafide,3.326375
bonafide,9.1963125
bonafide,4.05125
bonafide,4.1759375
bonafide,5.400625
bonafide,11.7344375
bonafide,8.3838125
bonafide,5.2563125
bonafide,3.5216875
bonafide,4.16375
bonafide,6.1565625
bonafide,4.4911875
bonafide,4.924875
bonafide,9.8838125
bonafide,3.137625
bonafide,4.8980625
bonafide,3.908875
bonafide,6.441375
bonafide,5.4700625
bonafide,5.02325
bonafide,4.3655
bonafide,3.9295
bonafide,2.4003125
bonafide,2.987
bonafide,3.4461875
bonafide,10.012625
bonafide,7.25625
bonafide,4.5933125
bonafide,5.7731875
bonafide,5.252625
bonafide,4.8835625
bonafide,3.297
bonafide,3.4783125
bonafide,3.317
bonafide,2.56075
bonafide,6.1551875
bonafide,4.782375
bonafide,4.6791875
bonafide,6.6463125
bonafide,3.8349375
bonafide,3.179625
bonafide,5.066875
bonafide,5.0906875
bonafide,6.113125
bonafide,3.2416875
bonafide,2.765
bonafide,3.840125
bonafide,4.4140625
bonafide,2.706875
bonafide,6.0154375
bonafide,2.818875
bonafide,5.271125
bonafide,4.7799375
bonafide,2.9621875
bonafide,7.5313125
bonafide,5.3715625
bonafide,3.285125
bonafide,2.6945
bonafide,2.918875
bonafide,6.066
bonafide,2.9975625
bonafide,8.105125
bonafide,2.845625
bonafide,5.993375
bonafide,6.8636875
bonafide,3.32275
bonafide,3.00125
bonafide,5.0595
bonafide,6.5795
bonafide,2.9999375
